group_key,domain,category,market_type,leaf_id,price_bin,horizon_bin,price_min,price_max,h_min,h_max,rule_bounds,direction,n_train,n_valid,n_test,n_full,q_smooth,q_raw_est,prior_mean,p_mean,edge_net,edge_sample,edge_std,roi,q_train,q_train_raw,p_train,edge_train,q_valid,p_valid,edge_valid,edge_raw_valid,edge_std_valid,edge_lower_bound_valid,p_value_valid,p_value_valid_adj,q_test,edge_test,rule_score,estimation_source,selection_status,q_trade,p_trade,edge_net_trade,edge_sample_trade,edge_std_trade,roi_trade,q_trade_valid,p_trade_valid,edge_net_trade_valid,edge_sample_trade_valid,edge_std_trade_valid,roi_trade_valid
icc-cricket.com|SPORTS|no_yes,icc-cricket.com,SPORTS,no_yes,257356416948200,0.50-0.60,6-12h,0.5,0.6,6,12,"{""price_min"": 0.5, ""price_max"": 0.6, ""horizon_min"": 6, ""horizon_max"": 12}",1,60,27,0,87,0.9666666666666667,0.9666666666666667,,0.5285083333333334,0.4381583333333333,0.4381583333333333,0.8785782302799111,0.8290471610349883,0.9666666666666667,0.9666666666666667,0.5285083333333334,0.4381583333333333,0.9629629629629629,0.5338333333333334,0.4291296296296295,0.4291296296296296,0.8617009238255463,0.2833281273251014,,,,,1.24122390532663,train,selected,0.9666666666666667,0.5285083333333334,0.4381583333333333,0.4381583333333333,0.8785782302799111,0.8290471610349883,0.9629629629629629,0.5338333333333334,0.4291296296296295,0.4291296296296296,0.8617009238255463,0.8038644326499461
ncaa.com|SPORTS|other,ncaa.com,SPORTS,other,166744230426085,0.50-0.60,1-2h,0.5,0.6,1,2,"{""price_min"": 0.5, ""price_max"": 0.6, ""horizon_min"": 1, ""horizon_max"": 2}",1,330,18,0,348,0.9939393939393939,0.9939393939393939,,0.528069696969697,0.46586969696969693,0.46586969696969693,0.9344306391443452,0.8822125178609342,0.9939393939393939,0.9939393939393939,0.528069696969697,0.46586969696969693,1.0,0.5434722222222222,0.45652777777777775,0.45652777777777775,0.9174080295420853,0.2806432271954029,,,,,1.2312985488115644,train,selected,0.9939393939393939,0.528069696969697,0.46586969696969693,0.46586969696969693,0.9344306391443452,0.8822125178609342,1.0,0.5434722222222222,0.45652777777777775,0.45652777777777775,0.9174080295420853,0.8400204446716074
UNKNOWN|POLITICS|no_yes,UNKNOWN,POLITICS,no_yes,130811157331541,0.40-0.50,12-24h,0.4,0.5,12,24,"{""price_min"": 0.4, ""price_max"": 0.5, ""horizon_min"": 12, ""horizon_max"": 24}",1,167,34,12,213,0.6407185628742516,0.6407185628742516,,0.45246706586826346,0.1882514970059881,0.188251497005988,0.3783346182451678,0.41605568936767157,0.6407185628742516,0.6407185628742516,0.45246706586826346,0.1882514970059881,0.8823529411764706,0.4541470588235294,0.42820588235294116,0.42820588235294116,0.8618377996820114,0.27964119321348274,,,0.3333333333333333,-0.11499999999999999,1.1934137358006498,train,selected,0.6407185628742516,0.45246706586826346,0.1882514970059881,0.188251497005988,0.3783346182451678,0.41605568936767157,0.8823529411764706,0.4541470588235294,0.42820588235294116,0.42820588235294116,0.8618377996820114,0.9428793471925393
ncaa.com|SPORTS|other,ncaa.com,SPORTS,other,4632157507746,0.40-0.50,1-2h,0.4,0.5,1,2,"{""price_min"": 0.4, ""price_max"": 0.5, ""horizon_min"": 1, ""horizon_max"": 2}",-1,427,29,0,456,0.02810304449648712,0.02810304449648712,,0.47928220140515226,-0.45117915690866517,-0.4511791569086651,-0.9042960507786062,0.8664561843788863,0.02810304449648712,0.02810304449648712,0.47928220140515226,-0.45117915690866517,0.034482758620689655,0.4417413793103448,-0.4072586206896551,-0.4072586206896551,-0.8210309197938765,0.2699824686633423,,,,,1.1669183987756164,train,selected,0.9718969555035128,0.5207177985948477,0.45117915690866517,0.4511791569086651,0.9042960507786062,0.8664561843788863,0.9655172413793104,0.5582586206896551,0.4072586206896551,0.4072586206896551,0.8210309197938765,0.7295160443497328
UNKNOWN|POLITICS|no_yes,UNKNOWN,POLITICS,no_yes,273504806961388,0.50-0.60,12-24h,0.5,0.6,12,24,"{""price_min"": 0.5, ""price_max"": 0.6, ""horizon_min"": 12, ""horizon_max"": 24}",1,176,18,13,207,0.7272727272727273,0.7272727272727273,,0.5498238636363637,0.17744886363636359,0.17744886363636364,0.3565274342900043,0.32273765358740913,0.7272727272727273,0.7272727272727273,0.5498238636363637,0.17744886363636359,1.0,0.5561111111111111,0.4438888888888889,0.4438888888888889,0.8948110675208107,0.26800433830651404,,,0.6923076923076923,0.13869230769230767,1.1491227033227922,train,selected,0.7272727272727273,0.5498238636363637,0.17744886363636359,0.17744886363636364,0.3565274342900043,0.32273765358740913,1.0,0.5561111111111111,0.4438888888888889,0.4438888888888889,0.8948110675208107,0.7982017982017982
espncricinfo.com|SPORTS|no_yes,espncricinfo.com,SPORTS,no_yes,25951361174187,0.50-0.60,4-6h,0.5,0.6,4,6,"{""price_min"": 0.5, ""price_max"": 0.6, ""horizon_min"": 4, ""horizon_max"": 6}",1,60,42,11,113,0.95,0.95,,0.5262166666666667,0.4237833333333333,0.42378333333333335,0.8493061481431793,0.8053400057010738,0.95,0.95,0.5262166666666667,0.4237833333333333,0.9285714285714286,0.5417619047619048,0.3868095238095238,0.38680952380952377,0.776809994726337,0.26814096235284357,,,0.8181818181818182,0.28740909090909095,1.1351857139969486,train,selected,0.95,0.5262166666666667,0.4237833333333333,0.42378333333333335,0.8493061481431793,0.8053400057010738,0.9285714285714286,0.5417619047619048,0.3868095238095238,0.38680952380952377,0.776809994726337,0.7139843543992264
UNKNOWN|POLITICS|no_yes,UNKNOWN,POLITICS,no_yes,26822710259296,0.60-0.70,>24h,0.6,0.7,24,1000,"{""price_min"": 0.6, ""price_max"": 0.7, ""horizon_min"": 24, ""horizon_max"": 1000}",1,164,32,9,205,0.8170731707317073,0.8170731707317073,,0.6538871951219511,0.16318597560975612,0.1631859756097561,0.34385865692089024,0.2495628861172631,0.8170731707317073,0.8170731707317073,0.6538871951219511,0.16318597560975612,1.0,0.652875,0.347125,0.347125,0.7298131692756725,0.23994228494263659,,,0.8888888888888888,0.23111111111111104,1.1225724365516265,train,selected,0.8170731707317073,0.6538871951219511,0.16318597560975612,0.1631859756097561,0.34385865692089024,0.2495628861172631,1.0,0.652875,0.347125,0.347125,0.7298131692756725,0.5316867700555237
ligue1.com|SPORTS|no_yes,ligue1.com,SPORTS,no_yes,246616233559304,0.40-0.50,6-12h,0.4,0.5,6,12,"{""price_min"": 0.4, ""price_max"": 0.5, ""horizon_min"": 6, ""horizon_max"": 12}",-1,15,28,13,56,0.26666666666666666,0.26666666666666666,,0.4736666666666666,-0.20699999999999996,-0.207,-0.4153264503127319,0.39328689043698545,0.26666666666666666,0.26666666666666666,0.4736666666666666,-0.20699999999999996,0.07142857142857142,0.4955357142857143,-0.4241071428571429,-0.42410714285714285,-0.8483976306279356,0.2690783300265357,,,0.3076923076923077,-0.1769230769230769,1.1208695090017895,train,selected,0.7333333333333334,0.5263333333333333,0.20699999999999996,0.207,0.4153264503127319,0.39328689043698545,0.9285714285714286,0.5044642857142857,0.4241071428571429,0.42410714285714285,0.8483976306279356,0.8407079646017699
kick.com|SPORTS|over_under,kick.com,SPORTS,over_under,181477864635554,0.50-0.60,12-24h,0.5,0.6,12,24,"{""price_min"": 0.5, ""price_max"": 0.6, ""horizon_min"": 12, ""horizon_max"": 24}",1,16,91,0,107,0.75,0.75,,0.5231250000000001,0.22687499999999994,0.226875,0.45551132566850067,0.43369175627240136,0.75,0.75,0.5231250000000001,0.22687499999999994,0.8681318681318682,0.5214230769230769,0.3467087912087913,0.3467087912087912,0.6945104094826133,0.26208829414757595,,,,,1.0802886944456225,train,selected,0.75,0.5231250000000001,0.22687499999999994,0.226875,0.45551132566850067,0.43369175627240136,0.8681318681318682,0.5214230769230769,0.3467087912087913,0.3467087912087912,0.6945104094826133,0.6649279760587573
kick.com|SPORTS|over_under,kick.com,SPORTS,over_under,274332656063899,0.40-0.50,4-6h,0.4,0.5,4,6,"{""price_min"": 0.4, ""price_max"": 0.5, ""horizon_min"": 4, ""horizon_max"": 6}",-1,45,289,0,334,0.24444444444444444,0.24444444444444444,,0.4949666666666666,-0.2505222222222222,-0.2505222222222222,-0.5016283771170232,0.49605086572943463,0.24444444444444444,0.24444444444444444,0.4949666666666666,-0.2505222222222222,0.18339100346020762,0.492515570934256,-0.3091245674740484,-0.30912456747404843,-0.618682716002447,0.2604533283650173,,,,,1.0653810011834233,train,selected,0.7555555555555555,0.5050333333333334,0.2505222222222222,0.2505222222222222,0.5016283771170232,0.49605086572943463,0.8166089965397924,0.507484429065744,0.3091245674740484,0.30912456747404843,0.618682716002447,0.6091311373693432
UNKNOWN|POLITICS|no_yes,UNKNOWN,POLITICS,no_yes,89615065062450,0.20-0.30,12-24h,0.2,0.3,12,24,"{""price_min"": 0.2, ""price_max"": 0.3, ""horizon_min"": 12, ""horizon_max"": 24}",1,176,21,13,210,0.5284090909090909,0.5284090909090909,,0.2537329545454545,0.2746761363636364,0.27467613636363636,0.6349949371075887,1.0825402512484046,0.5284090909090909,0.5284090909090909,0.2537329545454545,0.2746761363636364,0.6666666666666666,0.2607142857142857,0.40595238095238095,0.40595238095238095,0.9319110790883449,0.19301647085781726,,,0.23076923076923078,-0.024615384615384595,1.0016734606843687,train,selected,0.5284090909090909,0.2537329545454545,0.2746761363636364,0.27467613636363636,0.6349949371075887,1.0825402512484046,0.6666666666666666,0.2607142857142857,0.40595238095238095,0.40595238095238095,0.9319110790883449,1.5570776255707766
kick.com|SPORTS|over_under,kick.com,SPORTS,over_under,80157420266262,0.40-0.50,6-12h,0.4,0.5,6,12,"{""price_min"": 0.4, ""price_max"": 0.5, ""horizon_min"": 6, ""horizon_max"": 12}",-1,38,266,0,304,0.18421052631578946,0.18421052631578946,,0.4954736842105263,-0.3112631578947368,-0.31126315789473685,-0.6229486571147461,0.616941372835385,0.18421052631578946,0.18421052631578946,0.4954736842105263,-0.3112631578947368,0.20300751879699247,0.492453007518797,-0.28944548872180453,-0.2894454887218045,-0.5793028724318016,0.23703770904357147,,,,,0.9240973592612964,train,selected,0.8157894736842105,0.5045263157894737,0.3112631578947368,0.31126315789473685,0.6229486571147461,0.616941372835385,0.7969924812030076,0.507546992481203,0.28944548872180453,0.2894454887218045,0.5793028724318016,0.5702831324185692
icc-cricket.com|SPORTS|no_yes,icc-cricket.com,SPORTS,no_yes,147409036618736,0.50-0.60,12-24h,0.5,0.6,12,24,"{""price_min"": 0.5, ""price_max"": 0.6, ""horizon_min"": 12, ""horizon_max"": 24}",1,62,28,0,90,0.967741935483871,0.967741935483871,,0.530991935483871,0.43674999999999997,0.43674999999999997,0.8757786712147658,0.8225172000060749,0.967741935483871,0.967741935483871,0.530991935483871,0.43674999999999997,0.9285714285714286,0.5379107142857144,0.39066071428571425,0.39066071428571425,0.7846823056574792,0.23563190145510704,,,,,0.9205145335475248,train,selected,0.967741935483871,0.530991935483871,0.43674999999999997,0.43674999999999997,0.8757786712147658,0.8225172000060749,0.9285714285714286,0.5379107142857144,0.39066071428571425,0.39066071428571425,0.7846823056574792,0.7262556850247318
espncricinfo.com|SPORTS|no_yes,espncricinfo.com,SPORTS,no_yes,246123600442527,0.50-0.60,12-24h,0.5,0.6,12,24,"{""price_min"": 0.5, ""price_max"": 0.6, ""horizon_min"": 12, ""horizon_max"": 24}",1,63,45,17,125,0.9365079365079365,0.9365079365079365,,0.5235079365079366,0.4129999999999999,0.413,0.8273490848383748,0.7889087656529515,0.9365079365079365,0.9365079365079365,0.5235079365079366,0.4129999999999999,0.8888888888888888,0.5289666666666667,0.35992222222222214,0.35992222222222225,0.7220379646648185,0.2360395784244238,,,0.8235294117647058,0.29394117647058815,0.9205096897721436,train,selected,0.9365079365079365,0.5235079365079366,0.4129999999999999,0.413,0.8273490848383748,0.7889087656529515,0.8888888888888888,0.5289666666666667,0.35992222222222214,0.35992222222222225,0.7220379646648185,0.6804251475623333
ligue1.com|SPORTS|no_yes,ligue1.com,SPORTS,no_yes,101410971518557,0.40-0.50,4-6h,0.4,0.5,4,6,"{""price_min"": 0.4, ""price_max"": 0.5, ""horizon_min"": 4, ""horizon_max"": 6}",-1,26,30,7,63,0.4230769230769231,0.4230769230769231,,0.4801923076923077,-0.05711538461538462,-0.057115384615384616,-0.11472812795437849,0.10987791342952276,0.4230769230769231,0.4230769230769231,0.4801923076923077,-0.05711538461538462,0.1,0.48983333333333334,-0.38983333333333337,-0.38983333333333337,-0.7800027269844972,0.23361892018066716,,,0.14285714285714285,-0.35071428571428576,0.9046782609255382,train,selected,0.5769230769230769,0.5198076923076923,0.05711538461538462,0.057115384615384616,0.11472812795437849,0.10987791342952276,0.9,0.5101666666666667,0.38983333333333337,0.38983333333333337,0.7800027269844972,0.7641293694870958
UNKNOWN|POLITICS|no_yes,UNKNOWN,POLITICS,no_yes,136392006955950,0.20-0.30,4-6h,0.2,0.3,4,6,"{""price_min"": 0.2, ""price_max"": 0.3, ""horizon_min"": 4, ""horizon_max"": 6}",1,109,15,7,131,0.4954128440366973,0.4954128440366973,,0.2584449541284404,0.2369678899082569,0.23696788990825687,0.5367059816684875,0.9168988835838909,0.4954128440366973,0.4954128440366973,0.2584449541284404,0.2369678899082569,0.6666666666666666,0.2493,0.41736666666666666,0.4173666666666667,0.9623661137163174,0.16783125151212977,,,0.14285714285714285,-0.10257142857142856,0.881789999961386,train,selected,0.4954128440366973,0.2584449541284404,0.2369678899082569,0.23696788990825687,0.5367059816684875,0.9168988835838909,0.6666666666666666,0.2493,0.41736666666666666,0.4173666666666667,0.9623661137163174,1.6741542987030353
espncricinfo.com|SPORTS|no_yes,espncricinfo.com,SPORTS,no_yes,213332625400289,0.50-0.60,>24h,0.5,0.6,24,1000,"{""price_min"": 0.5, ""price_max"": 0.6, ""horizon_min"": 24, ""horizon_max"": 1000}",1,64,49,22,135,0.9375,0.9375,,0.5197265625,0.41777343749999996,0.41777343749999996,0.8363612548656465,0.8038331454340472,0.9375,0.9375,0.5197265625,0.41777343749999996,0.8775510204081632,0.5296326530612245,0.3479183673469387,0.34791836734693876,0.6977583000330627,0.2279207229199658,,,0.8181818181818182,0.2945909090909091,0.8739789862393591,train,selected,0.9375,0.5197265625,0.41777343749999996,0.41777343749999996,0.8363612548656465,0.8038331454340472,0.8775510204081632,0.5296326530612245,0.3479183673469387,0.34791836734693876,0.6977583000330627,0.6569050554870529
espncricinfo.com|SPORTS|no_yes,espncricinfo.com,SPORTS,no_yes,147715192844966,0.50-0.60,6-12h,0.5,0.6,6,12,"{""price_min"": 0.5, ""price_max"": 0.6, ""horizon_min"": 6, ""horizon_max"": 12}",1,56,44,14,114,0.9285714285714286,0.9285714285714286,,0.5243571428571429,0.40421428571428575,0.4042142857142857,0.8097323648532716,0.7708759024656041,0.9285714285714286,0.9285714285714286,0.5243571428571429,0.40421428571428575,0.8863636363636364,0.5383636363636364,0.348,0.348,0.6990534491648888,0.22184201215502775,,,0.7142857142857143,0.18914285714285717,0.8414893104496058,train,selected,0.9285714285714286,0.5243571428571429,0.40421428571428575,0.4042142857142857,0.8097323648532716,0.7708759024656041,0.8863636363636364,0.5383636363636364,0.348,0.348,0.6990534491648888,0.6464032421479229
ligue1.com|SPORTS|no_yes,ligue1.com,SPORTS,no_yes,75638291800544,0.40-0.50,>24h,0.4,0.5,24,1000,"{""price_min"": 0.4, ""price_max"": 0.5, ""horizon_min"": 24, ""horizon_max"": 1000}",-1,18,32,19,69,0.3888888888888889,0.3888888888888889,,0.48305555555555557,-0.09416666666666668,-0.09416666666666666,-0.18882109329357166,0.18216012896292316,0.3888888888888889,0.3888888888888889,0.48305555555555557,-0.09416666666666668,0.125,0.495625,-0.370625,-0.370625,-0.741428120426446,0.2149385021517204,,,0.2631578947368421,-0.23026315789473684,0.8043589621764125,train,selected,0.6111111111111112,0.5169444444444444,0.09416666666666668,0.09416666666666666,0.18882109329357166,0.18216012896292316,0.875,0.504375,0.370625,0.370625,0.741428120426446,0.7348203221809169
dupe.fi|CRYPTO|no_yes,dupe.fi,CRYPTO,no_yes,231286561589197,0.40-0.50,4-6h,0.4,0.5,4,6,"{""price_min"": 0.4, ""price_max"": 0.5, ""horizon_min"": 4, ""horizon_max"": 6}",-1,15,18,0,33,0.4,0.4,,0.487,-0.08699999999999997,-0.08699999999999998,-0.1745455153744775,0.16959064327485376,0.4,0.4,0.487,-0.08699999999999997,0.05555555555555555,0.46166666666666667,-0.4061111111111111,-0.40611111111111114,-0.8156703578282458,0.20408866864659125,,,,,0.7469873357729744,train,selected,0.6,0.513,0.08699999999999997,0.08699999999999998,0.1745455153744775,0.16959064327485376,0.9444444444444444,0.5383333333333333,0.4061111111111111,0.40611111111111114,0.8156703578282458,0.7543859649122807
twitch.tv|SPORTS|other,twitch.tv,SPORTS,other,71760962227136,0.40-0.50,1-2h,0.4,0.5,1,2,"{""price_min"": 0.4, ""price_max"": 0.5, ""horizon_min"": 1, ""horizon_max"": 2}",-1,47,12,0,59,0.0,0.0,,0.4784148936170212,-0.4784148936170212,-0.4784148936170212,-0.9586980638690992,0.9172326582226842,0.0,0.0,0.4784148936170212,-0.4784148936170212,0.0,0.4426666666666667,-0.4426666666666667,-0.4426666666666667,-0.8914075083369286,0.20016590916742422,,,,,0.729320708744332,train,selected,1.0,0.5215851063829788,0.4784148936170212,0.4784148936170212,0.9586980638690992,0.9172326582226842,1.0,0.5573333333333332,0.4426666666666667,0.4426666666666667,0.8914075083369286,0.7942583732057419
twitch.tv|SPORTS|other,twitch.tv,SPORTS,other,32032006270191,0.40-0.50,2-4h,0.4,0.5,2,4,"{""price_min"": 0.4, ""price_max"": 0.5, ""horizon_min"": 2, ""horizon_max"": 4}",-1,92,12,0,104,0.1956521739130435,0.1956521739130435,,0.47380978260869566,-0.2781576086956522,-0.27815760869565215,-0.5589681368603443,0.5286255796899368,0.1956521739130435,0.1956521739130435,0.47380978260869566,-0.2781576086956522,0.0,0.442,-0.442,-0.442,-0.8901980394965022,0.1994992425007575,,,,,0.726023205915928,train,selected,0.8043478260869565,0.5261902173913043,0.2781576086956522,0.27815760869565215,0.5589681368603443,0.5286255796899368,1.0,0.558,0.442,0.442,0.8901980394965022,0.7921146953405017
wtatennis.com|SPORTS|over_under,wtatennis.com,SPORTS,over_under,8759781438337,0.40-0.50,2-4h,0.4,0.5,2,4,"{""price_min"": 0.4, ""price_max"": 0.5, ""horizon_min"": 2, ""horizon_max"": 4}",-1,98,12,0,110,0.0,0.0,,0.4428724489795918,-0.4428724489795918,-0.4428724489795918,-0.8918228020006835,0.7949211058911876,0.0,0.0,0.4428724489795918,-0.4428724489795918,0.0,0.4390416666666666,-0.4390416666666666,-0.4390416666666666,-0.8850392044670955,0.19654090916742412,,,,,0.711485095696606,train,selected,1.0,0.5571275510204081,0.4428724489795918,0.4428724489795918,0.8918228020006835,0.7949211058911876,1.0,0.5609583333333334,0.4390416666666666,0.4390416666666666,0.8850392044670955,0.7826635965238057
twitch.tv|SPORTS|over_under,twitch.tv,SPORTS,over_under,209840752314543,0.30-0.40,4-6h,0.3,0.4,4,6,"{""price_min"": 0.3, ""price_max"": 0.4, ""horizon_min"": 4, ""horizon_max"": 6}",-1,29,19,0,48,0.06896551724137931,0.06896551724137931,,0.3680344827586207,-0.2990689655172414,-0.2990689655172414,-0.6206287357473598,0.47323620887215584,0.06896551724137931,0.06896551724137931,0.3680344827586207,-0.2990689655172414,0.0,0.35426315789473684,-0.35426315789473684,-0.35426315789473684,-0.7413681929619081,0.1860787925262863,,,,,0.7026652938714861,train,selected,0.9310344827586207,0.6319655172413793,0.2990689655172414,0.2990689655172414,0.6206287357473598,0.47323620887215584,1.0,0.6457368421052632,0.35426315789473684,0.35426315789473684,0.7413681929619081,0.5486184693129024
UNKNOWN|POLITICS|no_yes,UNKNOWN,POLITICS,no_yes,246511455996059,0.20-0.30,6-12h,0.2,0.3,6,12,"{""price_min"": 0.2, ""price_max"": 0.3, ""horizon_min"": 6, ""horizon_max"": 12}",1,153,18,5,176,0.5686274509803921,0.5686274509803921,,0.2585392156862745,0.3100882352941176,0.31008823529411766,0.7050686619773014,1.1993856888248455,0.5686274509803921,0.5686274509803921,0.2585392156862745,0.3100882352941176,0.6111111111111112,0.24980555555555556,0.3613055555555556,0.3613055555555556,0.8368368659642922,0.13638113025100612,,,0.6,0.352,0.6968415537659645,train,selected,0.5686274509803921,0.2585392156862745,0.3100882352941176,0.31008823529411766,0.7050686619773014,1.1993856888248455,0.6111111111111112,0.24980555555555556,0.3613055555555556,0.3613055555555556,0.8368368659642922,1.446347158901368
wtatennis.com|SPORTS|over_under,wtatennis.com,SPORTS,over_under,200007944782790,0.60-0.70,>24h,0.6,0.7,24,1000,"{""price_min"": 0.6, ""price_max"": 0.7, ""horizon_min"": 24, ""horizon_max"": 1000}",-1,16,137,38,191,0.25,0.25,,0.6640625,-0.4140625,-0.4140625,-0.8778402109100022,1.2325581395348837,0.25,0.25,0.6640625,-0.4140625,0.4233576642335766,0.67007299270073,-0.24671532846715333,-0.24671532846715333,-0.5236740817819082,0.16299666360008258,,,0.7368421052631579,0.07394736842105254,0.6937838377387874,train,selected,0.75,0.3359375,0.4140625,0.4140625,0.8778402109100022,1.2325581395348837,0.5766423357664234,0.32992700729927005,0.24671532846715333,0.24671532846715333,0.5236740817819082,0.7477876106194692
UNKNOWN|FINANCE|no_yes,UNKNOWN,FINANCE,no_yes,199619467896080,0.40-0.50,2-4h,0.4,0.5,2,4,"{""price_min"": 0.4, ""price_max"": 0.5, ""horizon_min"": 2, ""horizon_max"": 4}",-1,29,10,0,39,0.10344827586206896,0.10344827586206896,,0.4798965517241379,-0.37644827586206897,-0.37644827586206897,-0.754419381241242,0.7237950009944971,0.10344827586206896,0.10344827586206896,0.4798965517241379,-0.37644827586206897,0.0,0.46745000000000003,-0.46745000000000003,-0.46745000000000003,-0.9373066433406485,0.1899098312333835,,,,,0.6768994088075915,train,selected,0.896551724137931,0.5201034482758621,0.37644827586206897,0.37644827586206897,0.754419381241242,0.7237950009944971,1.0,0.53255,0.46745000000000003,0.46745000000000003,0.9373066433406485,0.8777579569993429
UNKNOWN|SPORTS|no_yes,UNKNOWN,SPORTS,no_yes,83052589800973,0.50-0.60,4-6h,0.5,0.6,4,6,"{""price_min"": 0.5, ""price_max"": 0.6, ""horizon_min"": 4, ""horizon_max"": 6}",1,95,10,8,113,0.5894736842105263,0.5894736842105263,,0.5379105263157895,0.051563157894736755,0.05156315789473684,0.10367310744339445,0.09585824290872087,0.5894736842105263,0.5894736842105263,0.5379105263157895,0.051563157894736755,1.0,0.53605,0.46395,0.46395,0.9310680972549527,0.1864098312333834,,,0.625,0.10187499999999994,0.6600861020667218,train,selected,0.5894736842105263,0.5379105263157895,0.051563157894736755,0.05156315789473684,0.10367310744339445,0.09585824290872087,1.0,0.53605,0.46395,0.46395,0.9310680972549527,0.8654976214905326
ligue1.com|SPORTS|no_yes,ligue1.com,SPORTS,no_yes,253174244044272,0.40-0.50,12-24h,0.4,0.5,12,24,"{""price_min"": 0.4, ""price_max"": 0.5, ""horizon_min"": 12, ""horizon_max"": 24}",-1,16,28,13,57,0.25,0.25,,0.4746875,-0.22468749999999998,-0.22468749999999998,-0.45094969991784156,0.42772159428911355,0.25,0.25,0.4746875,-0.22468749999999998,0.14285714285714285,0.4946428571428571,-0.35178571428571426,-0.35178571428571426,-0.7038050137022626,0.17974112669408376,,,0.23076923076923078,-0.26307692307692304,0.6338135617757172,train,selected,0.75,0.5253125000000001,0.22468749999999998,0.22468749999999998,0.45094969991784156,0.42772159428911355,0.8571428571428572,0.5053571428571428,0.35178571428571426,0.35178571428571426,0.7038050137022626,0.696113074204947
twitch.tv|SPORTS|over_under,twitch.tv,SPORTS,over_under,246876050846390,0.50-0.60,4-6h,0.5,0.6,4,6,"{""price_min"": 0.5, ""price_max"": 0.6, ""horizon_min"": 4, ""horizon_max"": 6}",1,195,669,0,864,0.5435897435897435,0.5435897435897435,,0.5177435897435898,0.02584615384615374,0.025846153846153838,0.05218578425157519,0.04992076069730584,0.5435897435897435,0.5435897435897435,0.5177435897435898,0.02584615384615374,0.7249626307922272,0.5101472346786248,0.21481539611360245,0.2148153961136024,0.42989945107058647,0.1797658895296098,,,,,0.6328052280870664,train,selected,0.5435897435897435,0.5177435897435898,0.02584615384615374,0.025846153846153838,0.05218578425157519,0.04992076069730584,0.7249626307922272,0.5101472346786248,0.21481539611360245,0.2148153961136024,0.42989945107058647,0.42108509369638886
yahoo.com|FINANCE|no_yes,yahoo.com,FINANCE,no_yes,260110184836891,0.40-0.50,>24h,0.4,0.5,24,1000,"{""price_min"": 0.4, ""price_max"": 0.5, ""horizon_min"": 24, ""horizon_max"": 1000}",-1,212,113,49,374,0.4386792452830189,0.4386792452830189,,0.48211556603773587,-0.043436320754716984,-0.04343632075471698,-0.08688728148303691,0.08387261308935573,0.4386792452830189,0.4386792452830189,0.48211556603773587,-0.043436320754716984,0.20353982300884957,0.4673318584070797,-0.26379203539823015,-0.2637920353982301,-0.5292850341292737,0.1803900788889381,,,0.24489795918367346,-0.2294081632653061,0.6322066096563088,train,selected,0.5613207547169812,0.5178844339622641,0.043436320754716984,0.04343632075471698,0.08688728148303691,0.08387261308935573,0.7964601769911505,0.5326681415929203,0.26379203539823015,0.2637920353982301,0.5292850341292737,0.4952277314903268
ligaprofesional.ar|SPORTS|other,ligaprofesional.ar,SPORTS,other,200055380017697,0.40-0.50,4-6h,0.4,0.5,4,6,"{""price_min"": 0.4, ""price_max"": 0.5, ""horizon_min"": 4, ""horizon_max"": 6}",-1,20,15,11,46,0.25,0.25,,0.479,-0.22899999999999998,-0.229,-0.46061701529397664,0.43953934740882916,0.25,0.25,0.479,-0.22899999999999998,0.06666666666666667,0.4780333333333333,-0.41136666666666666,-0.41136666666666666,-0.8248768985310628,0.17986255780909344,,,0.0,-0.4700454545454545,0.6310524516884751,train,selected,0.75,0.521,0.22899999999999998,0.229,0.46061701529397664,0.43953934740882916,0.9333333333333333,0.5219666666666667,0.41136666666666666,0.41136666666666666,0.8248768985310628,0.7881090746535538
UNKNOWN|SPORTS|no_yes,UNKNOWN,SPORTS,no_yes,133087522919910,0.40-0.50,12-24h,0.4,0.5,12,24,"{""price_min"": 0.4, ""price_max"": 0.5, ""horizon_min"": 12, ""horizon_max"": 24}",-1,181,49,4,234,0.34806629834254144,0.34806629834254144,,0.4750911602209945,-0.12702486187845308,-0.12702486187845302,-0.2544074233890555,0.24199413736665665,0.34806629834254144,0.34806629834254144,0.4750911602209945,-0.12702486187845308,0.16326530612244897,0.4699387755102041,-0.3066734693877551,-0.3066734693877551,-0.6161583456649901,0.17957270881505172,,,0.25,-0.22175,0.6286969704927885,train,selected,0.6519337016574586,0.5249088397790055,0.12702486187845308,0.12702486187845302,0.2544074233890555,0.24199413736665665,0.8367346938775511,0.530061224489796,0.3066734693877551,0.3066734693877551,0.6161583456649901,0.5785623532129518
